"method","rep","direction","penalty","AUC"
"QN",17,"seq_to_array","lasso",0.847985347985348
"QN",17,"seq_to_array","elastic_net",0.861416361416361
"QN",17,"seq_to_array","ridge",0.847374847374847
"QN",18,"array_to_seq","lasso",0.758241758241758
"QN",18,"array_to_seq","elastic_net",0.785714285714286
"QN",18,"array_to_seq","ridge",0.836996336996337
"QN",18,"seq_to_array","lasso",0.846153846153846
"QN",18,"seq_to_array","elastic_net",0.891330891330891
"QN",18,"seq_to_array","ridge",0.866910866910867
"QN",19,"array_to_seq","lasso",0.807081807081807
"QN",19,"array_to_seq","elastic_net",0.836385836385836
"QN",19,"array_to_seq","ridge",0.790598290598291
"QN",19,"seq_to_array","lasso",0.804029304029304
"QN",19,"seq_to_array","elastic_net",0.828449328449329
"QN",19,"seq_to_array","ridge",0.869352869352869
"QN",20,"array_to_seq","lasso",0.838217338217338
"QN",20,"array_to_seq","elastic_net",0.851037851037851
"QN",20,"array_to_seq","ridge",0.937728937728938
"QN",20,"seq_to_array","lasso",0.837606837606838
"QN",20,"seq_to_array","elastic_net",0.863247863247863
"QN",20,"seq_to_array","ridge",0.89010989010989
"QN",21,"array_to_seq","lasso",0.877289377289377
"QN",21,"array_to_seq","elastic_net",0.896825396825397
"QN",21,"array_to_seq","ridge",0.920634920634921
"QN",21,"seq_to_array","lasso",0.882783882783883
"QN",21,"seq_to_array","elastic_net",0.932844932844933
"QN",21,"seq_to_array","ridge",0.912087912087912
"QN",22,"array_to_seq","lasso",0.834554334554334
"QN",22,"array_to_seq","elastic_net",0.837606837606838
"QN",22,"array_to_seq","ridge",0.832722832722833
"QN",22,"seq_to_array","lasso",0.851037851037851
"QN",22,"seq_to_array","elastic_net",0.856532356532357
"QN",22,"seq_to_array","ridge",0.838827838827839
"QN",23,"array_to_seq","lasso",0.744200244200244
"QN",23,"array_to_seq","elastic_net",0.732600732600733
"QN",23,"array_to_seq","ridge",0.78998778998779
"QN",23,"seq_to_array","lasso",0.78998778998779
"QN",23,"seq_to_array","elastic_net",0.813186813186813
"QN",23,"seq_to_array","ridge",0.782661782661783
"QN",24,"array_to_seq","lasso",0.783272283272283
"QN",24,"array_to_seq","elastic_net",0.805860805860806
"QN",24,"array_to_seq","ridge",0.843711843711844
"QN",24,"seq_to_array","lasso",0.858974358974359
"QN",24,"seq_to_array","elastic_net",0.874236874236874
"QN",24,"seq_to_array","ridge",0.892551892551893
"QN",25,"array_to_seq","lasso",0.738705738705739
"QN",25,"array_to_seq","elastic_net",0.746642246642247
"QN",25,"array_to_seq","ridge",0.80952380952381
"QN",25,"seq_to_array","lasso",0.843101343101343
"QN",25,"seq_to_array","elastic_net",0.877899877899878
"QN",25,"seq_to_array","ridge",0.807692307692308
"QN",26,"array_to_seq","lasso",0.791208791208791
"QN",26,"array_to_seq","elastic_net",0.808302808302808
"QN",26,"array_to_seq","ridge",0.778388278388278
"QN",26,"seq_to_array","lasso",0.818070818070818
"QN",26,"seq_to_array","elastic_net",0.832112332112332
"QN",26,"seq_to_array","ridge",0.774114774114774
"QN",27,"array_to_seq","lasso",0.791208791208791
"QN",27,"array_to_seq","elastic_net",0.824175824175824
"QN",27,"array_to_seq","ridge",0.868131868131868
"QN",27,"seq_to_array","lasso",0.832112332112332
"QN",27,"seq_to_array","elastic_net",0.818070818070818
"QN",27,"seq_to_array","ridge",0.823565323565324
"QN",28,"array_to_seq","lasso",0.862026862026862
"QN",28,"array_to_seq","elastic_net",0.866910866910867
"QN",28,"array_to_seq","ridge",0.864468864468865
"QN",28,"seq_to_array","lasso",0.856532356532356
"QN",28,"seq_to_array","elastic_net",0.873015873015873
"QN",28,"seq_to_array","ridge",0.879120879120879
"QN",29,"array_to_seq","lasso",0.86996336996337
"QN",29,"array_to_seq","elastic_net",0.853479853479853
"QN",29,"array_to_seq","ridge",0.896214896214896
"QN",29,"seq_to_array","lasso",0.891941391941392
"QN",29,"seq_to_array","elastic_net",0.88034188034188
"QN",29,"seq_to_array","ridge",0.874847374847375
"QN",30,"array_to_seq","lasso",0.772893772893773
"QN",30,"array_to_seq","elastic_net",0.781440781440781
"QN",30,"array_to_seq","ridge",0.844322344322344
"QN",30,"seq_to_array","lasso",0.810744810744811
"QN",30,"seq_to_array","elastic_net",0.844322344322344
"QN",30,"seq_to_array","ridge",0.801587301587302
"QN",31,"array_to_seq","lasso",0.816849816849817
"QN",31,"array_to_seq","elastic_net",0.81990231990232
"QN",31,"array_to_seq","ridge",0.822344322344322
"QN",31,"seq_to_array","lasso",0.84981684981685
"QN",31,"seq_to_array","elastic_net",0.843711843711844
"QN",31,"seq_to_array","ridge",0.847985347985348
"QN",32,"array_to_seq","lasso",0.797924297924298
"QN",32,"array_to_seq","elastic_net",0.828449328449328
"QN",32,"array_to_seq","ridge",0.873015873015873
"QN",32,"seq_to_array","lasso",0.771672771672772
"QN",32,"seq_to_array","elastic_net",0.828449328449328
"QN",32,"seq_to_array","ridge",0.88949938949939
"QN",33,"array_to_seq","lasso",0.807081807081807
"QN",33,"array_to_seq","elastic_net",0.827228327228327
"QN",33,"array_to_seq","ridge",0.844322344322344
"QN",33,"seq_to_array","lasso",0.879120879120879
"QN",33,"seq_to_array","elastic_net",0.918192918192918
"QN",33,"seq_to_array","ridge",0.853479853479853
"QN",34,"array_to_seq","lasso",0.7997557997558
"QN",34,"array_to_seq","elastic_net",0.825396825396825
"QN",34,"array_to_seq","ridge",0.865689865689866
"QN",34,"seq_to_array","lasso",0.857753357753358
"QN",34,"seq_to_array","elastic_net",0.87973137973138
"QN",34,"seq_to_array","ridge",0.890720390720391
"QN",35,"array_to_seq","lasso",0.757631257631258
"QN",35,"array_to_seq","elastic_net",0.785714285714286
"QN",35,"array_to_seq","ridge",0.822954822954823
"QN",35,"seq_to_array","lasso",0.887667887667888
"QN",35,"seq_to_array","elastic_net",0.848595848595849
"QN",35,"seq_to_array","ridge",0.870573870573871
"QN",36,"array_to_seq","lasso",0.751526251526252
"QN",36,"array_to_seq","elastic_net",0.73992673992674
"QN",36,"array_to_seq","ridge",0.838217338217338
"QN",36,"seq_to_array","lasso",0.862026862026862
"QN",36,"seq_to_array","elastic_net",0.880952380952381
"QN",36,"seq_to_array","ridge",0.869352869352869
"QN",37,"array_to_seq","lasso",0.846764346764347
"QN",37,"array_to_seq","elastic_net",0.82967032967033
"QN",37,"array_to_seq","ridge",0.85958485958486
"QN",37,"seq_to_array","lasso",0.896214896214896
"QN",37,"seq_to_array","elastic_net",0.902319902319902
"QN",37,"seq_to_array","ridge",0.847374847374847
"QN",38,"array_to_seq","lasso",0.759462759462759
"QN",38,"array_to_seq","elastic_net",0.785103785103785
"QN",38,"array_to_seq","ridge",0.852258852258852
"QN",38,"seq_to_array","lasso",0.81013431013431
"QN",38,"seq_to_array","elastic_net",0.823565323565324
"QN",38,"seq_to_array","ridge",0.772283272283272
"QN",39,"array_to_seq","lasso",0.824175824175824
"QN",39,"array_to_seq","elastic_net",0.800976800976801
"QN",39,"array_to_seq","ridge",0.902319902319902
"QN",39,"seq_to_array","lasso",0.865079365079365
"QN",39,"seq_to_array","elastic_net",0.870573870573871
"QN",39,"seq_to_array","ridge",0.86019536019536
"QN",40,"array_to_seq","lasso",0.793650793650794
"QN",40,"array_to_seq","elastic_net",0.821733821733822
"QN",40,"array_to_seq","ridge",0.833333333333333
"QN",40,"seq_to_array","lasso",0.841269841269841
"QN",40,"seq_to_array","elastic_net",0.867521367521368
"QN",40,"seq_to_array","ridge",0.805860805860806
"QN",41,"array_to_seq","lasso",0.763736263736264
"QN",41,"array_to_seq","elastic_net",0.793650793650794
"QN",41,"array_to_seq","ridge",0.825396825396825
"QN",41,"seq_to_array","lasso",0.787545787545788
"QN",41,"seq_to_array","elastic_net",0.827838827838828
"QN",41,"seq_to_array","ridge",0.818681318681319
"QN",42,"array_to_seq","lasso",0.858363858363858
"QN",42,"array_to_seq","elastic_net",0.856532356532356
"QN",42,"array_to_seq","ridge",0.857753357753358
"QN",42,"seq_to_array","lasso",0.868131868131868
"QN",42,"seq_to_array","elastic_net",0.896214896214896
"QN",42,"seq_to_array","ridge",0.824786324786325
"QN",43,"array_to_seq","lasso",0.84981684981685
"QN",43,"array_to_seq","elastic_net",0.813797313797314
"QN",43,"array_to_seq","ridge",0.855921855921856
"QN",43,"seq_to_array","lasso",0.853479853479853
"QN",43,"seq_to_array","elastic_net",0.865689865689866
"QN",43,"seq_to_array","ridge",0.826617826617827
"QN",44,"array_to_seq","lasso",0.801587301587302
"QN",44,"array_to_seq","elastic_net",0.824786324786325
"QN",44,"array_to_seq","ridge",0.883394383394383
"QN",44,"seq_to_array","lasso",0.868742368742369
"QN",44,"seq_to_array","elastic_net",0.860805860805861
"QN",44,"seq_to_array","ridge",0.86996336996337
"QN",45,"array_to_seq","lasso",0.848595848595849
"QN",45,"array_to_seq","elastic_net",0.780830280830281
"QN",45,"array_to_seq","ridge",0.827838827838828
"QN",45,"seq_to_array","lasso",0.816239316239316
"QN",45,"seq_to_array","elastic_net",0.845543345543346
"QN",45,"seq_to_array","ridge",0.825396825396825
"QN",46,"array_to_seq","lasso",0.766178266178266
"QN",46,"array_to_seq","elastic_net",0.717338217338217
"QN",46,"array_to_seq","ridge",0.774114774114774
"QN",46,"seq_to_array","lasso",0.832112332112332
"QN",46,"seq_to_array","elastic_net",0.862026862026862
"QN",46,"seq_to_array","ridge",0.794871794871795
"QN",47,"array_to_seq","lasso",0.789377289377289
"QN",47,"array_to_seq","elastic_net",0.782051282051282
"QN",47,"array_to_seq","ridge",0.841269841269841
"QN",47,"seq_to_array","lasso",0.746642246642247
"QN",47,"seq_to_array","elastic_net",0.812576312576313
"QN",47,"seq_to_array","ridge",0.822344322344322
"QN",48,"array_to_seq","lasso",0.764346764346764
"QN",48,"array_to_seq","elastic_net",0.773504273504274
"QN",48,"array_to_seq","ridge",0.81013431013431
"QN",48,"seq_to_array","lasso",0.783882783882784
"QN",48,"seq_to_array","elastic_net",0.788156288156288
"QN",48,"seq_to_array","ridge",0.789377289377289
"QN",49,"array_to_seq","lasso",0.738705738705739
"QN",49,"array_to_seq","elastic_net",0.793040293040293
"QN",49,"array_to_seq","ridge",0.857753357753358
"QN",49,"seq_to_array","lasso",0.790598290598291
"QN",49,"seq_to_array","elastic_net",0.817460317460317
"QN",49,"seq_to_array","ridge",0.851648351648352
"QN",50,"array_to_seq","lasso",0.849206349206349
"QN",50,"array_to_seq","elastic_net",0.845543345543346
"QN",50,"array_to_seq","ridge",0.806471306471306
"QN",50,"seq_to_array","lasso",0.831501831501832
"QN",50,"seq_to_array","elastic_net",0.832112332112332
"QN",50,"seq_to_array","ridge",0.785103785103785
